Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment,Delivery_Delay,On_Time_Delivery,Order_Month
76841,Debit,2025-01-26,2025-01-28,4,2,Advance shipping,0,Standard Class,1,0.200000003,76,Oceania,EE. UU.,Consumer,-2,1,1
76859,Debit,2025-01-26,2025-01-31,4,5,Late delivery,1,Standard Class,1,0.200000003,76,Oceania,EE. UU.,Consumer,1,0,1
76855,Transfer,2025-01-26,2025-01-28,1,2,Late delivery,1,First Class,1,0.02,76,Oceania,EE. UU.,Consumer,1,0,1
76806,Transfer,2025-01-26,2025-01-28,1,2,Late delivery,1,First Class,1,0.119999997,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76825,Transfer,2025-01-26,2025-01-02,4,6,Shipping canceled,0,Standard Class,1,0.170000002,76,Oceania,Puerto Rico,Corporate,2,0,1
76838,Transfer,2025-01-26,2025-01-30,4,4,Shipping on time,0,Standard Class,1,0.01,76,Oceania,Puerto Rico,Corporate,0,1,1
76862,Transfer,2025-01-26,2025-01-29,4,3,Advance shipping,0,Standard Class,1,0.159999996,76,Southeast Asia,Puerto Rico,Corporate,-1,1,1
76854,Payment,2025-01-26,2025-01-27,0,1,Late delivery,1,Same Day,1,0.029999999,76,Oceania,Puerto Rico,Consumer,1,0,1
76812,Transfer,2025-01-26,2025-01-29,4,3,Shipping canceled,0,Standard Class,1,0.039999999,75,Southeast Asia,EE. UU.,Consumer,-1,1,1
76840,Transfer,2025-01-26,2025-01-02,4,6,Late delivery,1,Standard Class,1,0.25,76,Eastern Asia,EE. UU.,Consumer,2,0,1
76823,Transfer,2025-01-26,2025-01-30,4,4,Shipping on time,0,Standard Class,1,0.129999995,75,Oceania,EE. UU.,Consumer,0,1,1
76824,Transfer,2025-01-26,2025-01-31,4,5,Late delivery,1,Standard Class,1,0.180000007,76,Oceania,EE. UU.,Consumer,1,0,1
76815,Transfer,2025-01-26,2025-01-02,4,6,Late delivery,1,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer,2,0,1
76809,Transfer,2025-01-26,2025-01-31,4,5,Late delivery,1,Standard Class,1,0.07,75,Oceania,EE. UU.,Consumer,1,0,1
76836,Cash,2025-01-26,2025-01-28,2,2,Shipping on time,0,Second Class,1,0.029999999,76,Southeast Asia,Puerto Rico,Home Office,0,1,1
76799,Cash,2025-01-26,2025-01-31,4,5,Late delivery,1,Standard Class,1,0.25,75,South Asia,Puerto Rico,Home Office,1,0,1
76831,Debit,2025-01-26,2025-01-28,4,2,Advance shipping,0,Standard Class,1,0.090000004,76,South Asia,Puerto Rico,Home Office,-2,1,1
76833,Transfer,2025-01-26,2025-01-30,2,4,Late delivery,1,Second Class,1,0.059999999,76,South Asia,Puerto Rico,Consumer,2,0,1
76808,Transfer,2025-01-26,2025-01-30,4,4,Shipping on time,0,Standard Class,1,0.090000004,75,Oceania,Puerto Rico,Consumer,0,1,1
76851,Transfer,2025-01-26,2025-01-28,4,2,Advance shipping,0,Standard Class,1,0.059999999,76,Oceania,Puerto Rico,Consumer,-2,1,1
76839,Debit,2025-01-26,2025-01-31,4,5,Late delivery,1,Standard Class,1,0.0,76,Eastern Asia,EE. UU.,Home Office,1,0,1
76834,Payment,2025-01-26,2025-01-31,2,5,Late delivery,1,Second Class,1,0.050000001,76,Southeast Asia,EE. UU.,Home Office,3,0,1
76835,Payment,2025-01-26,2025-01-02,4,6,Late delivery,1,Standard Class,1,0.039999999,76,South Asia,EE. UU.,Home Office,2,0,1
76844,Transfer,2025-01-26,2025-01-28,1,2,Late delivery,1,First Class,1,0.159999996,76,South Asia,EE. UU.,Home Office,1,0,1
76820,Transfer,2025-01-26,2025-01-02,2,6,Late delivery,1,Second Class,1,0.170000002,75,Oceania,EE. UU.,Home Office,4,0,1
76794,Cash,2025-01-26,2025-01-28,1,2,Late delivery,1,First Class,1,0.039999999,75,South Asia,Puerto Rico,Consumer,1,0,1
76845,Cash,2025-01-26,2025-01-02,4,6,Late delivery,1,Standard Class,1,0.150000006,76,Southeast Asia,Puerto Rico,Consumer,2,0,1
76870,Debit,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.050000001,76,Oceania,EE. UU.,Corporate,2,0,1
76918,Debit,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.129999995,76,Eastern Asia,EE. UU.,Corporate,0,1,1
76924,Debit,2025-01-27,2025-01-02,2,5,Late delivery,1,Second Class,1,0.050000001,76,Oceania,Puerto Rico,Consumer,3,0,1
76920,Cash,2025-01-27,2025-02-02,2,6,Late delivery,1,Second Class,1,0.100000001,76,Eastern Asia,Puerto Rico,Corporate,4,0,1
76893,Cash,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.0,76,Southeast Asia,Puerto Rico,Corporate,0,1,1
76907,Transfer,2025-01-27,2025-01-28,0,1,Late delivery,1,Same Day,1,0.039999999,76,South Asia,Puerto Rico,Home Office,1,0,1
76927,Cash,2025-01-27,2025-01-30,2,3,Late delivery,1,Second Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate,1,0,1
76925,Cash,2025-01-27,2025-02-02,2,6,Late delivery,1,Second Class,1,0.039999999,76,Southeast Asia,EE. UU.,Corporate,4,0,1
76922,Cash,2025-01-27,2025-01-30,2,3,Late delivery,1,Second Class,1,0.07,76,Oceania,EE. UU.,Corporate,1,0,1
76913,Cash,2025-01-27,2025-01-31,2,4,Late delivery,1,Second Class,1,0.200000003,76,South Asia,EE. UU.,Corporate,2,0,1
76901,Payment,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.119999997,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76882,Payment,2025-01-27,2025-01-27,0,0,Shipping on time,0,Same Day,1,0.129999995,76,Southeast Asia,EE. UU.,Consumer,0,1,1
76912,Debit,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.25,76,South Asia,Puerto Rico,Consumer,-1,1,1
76909,Debit,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.02,76,South Asia,EE. UU.,Corporate,1,0,1
76895,Debit,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.200000003,76,Southeast Asia,Puerto Rico,Corporate,1,0,1
76896,Payment,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.180000007,76,Southeast Asia,EE. UU.,Corporate,1,0,1
76885,Transfer,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.090000004,76,Southeast Asia,Puerto Rico,Home Office,2,0,1
76905,Transfer,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.059999999,76,Southeast Asia,Puerto Rico,Home Office,2,0,1
76887,Cash,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.059999999,76,South Asia,EE. UU.,Consumer,-1,1,1
76899,Cash,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.150000006,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76916,Payment,2025-01-27,2025-01-29,2,2,Shipping on time,0,Second Class,1,0.159999996,76,Oceania,EE. UU.,Consumer,0,1,1
76915,Debit,2025-01-27,2025-02-02,2,6,Late delivery,1,Second Class,1,0.170000002,76,Oceania,Puerto Rico,Corporate,4,0,1
76871,Debit,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.039999999,76,Southeast Asia,Puerto Rico,Corporate,-2,1,1
76908,Debit,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.029999999,76,Eastern Asia,EE. UU.,Consumer,1,0,1
76902,Debit,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.100000001,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76911,Payment,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.0,76,South Asia,EE. UU.,Corporate,-2,1,1
76892,Payment,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.01,76,Oceania,EE. UU.,Corporate,-1,1,1
76919,Payment,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.119999997,76,Eastern Asia,EE. UU.,Corporate,1,0,1
76863,Debit,2025-01-27,2025-01-31,2,4,Late delivery,1,Second Class,1,0.150000006,76,Southeast Asia,EE. UU.,Corporate,2,0,1
76921,Debit,2025-01-27,2025-01-29,2,2,Shipping on time,0,Second Class,1,0.090000004,76,Oceania,EE. UU.,Corporate,0,1,1
76903,Payment,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.090000004,76,Southeast Asia,Puerto Rico,Consumer,1,0,1
76873,Debit,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate,0,1,1
76891,Debit,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate,-2,1,1
76872,Debit,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.029999999,76,Southeast Asia,EE. UU.,Corporate,-1,1,1
76928,Debit,2025-01-27,2025-01-31,2,4,Late delivery,1,Second Class,1,0.01,76,Southeast Asia,EE. UU.,Consumer,2,0,1
76904,Debit,2025-01-27,2025-01-02,2,5,Late delivery,1,Second Class,1,0.07,76,Southeast Asia,EE. UU.,Consumer,3,0,1
76898,Payment,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.159999996,76,Southeast Asia,Puerto Rico,Corporate,1,0,1
76926,Payment,2025-01-27,2025-01-29,2,2,Shipping on time,0,Second Class,1,0.029999999,76,Oceania,Puerto Rico,Corporate,0,1,1
76897,Transfer,2025-01-27,2025-01-29,1,2,Shipping canceled,0,First Class,1,0.170000002,76,Southeast Asia,EE. UU.,Corporate,1,0,1
76894,Transfer,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.25,76,Southeast Asia,EE. UU.,Corporate,1,0,1
76890,Payment,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.029999999,76,Southeast Asia,EE. UU.,Consumer,2,0,1
76906,Payment,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.050000001,76,South Asia,EE. UU.,Consumer,-2,1,1
76879,Payment,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.170000002,76,South Asia,EE. UU.,Consumer,1,0,1
76888,Debit,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.050000001,76,Eastern Asia,EE. UU.,Consumer,0,1,1
76867,Debit,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.090000004,76,Southeast Asia,EE. UU.,Consumer,-1,1,1
76865,Debit,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.119999997,76,Eastern Asia,EE. UU.,Consumer,2,0,1
76883,Debit,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.119999997,76,Southeast Asia,EE. UU.,Consumer,0,1,1
76880,Debit,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.159999996,76,South Asia,EE. UU.,Consumer,2,0,1
76877,Debit,2025-01-27,2025-01-30,4,3,Advance shipping,0,Standard Class,1,0.200000003,76,South Asia,EE. UU.,Consumer,-1,1,1
76914,Debit,2025-01-27,2025-01-02,2,5,Late delivery,1,Second Class,1,0.180000007,76,South Asia,EE. UU.,Home Office,3,0,1
76929,Transfer,2025-01-27,2025-01-02,2,5,Late delivery,1,Second Class,1,0.0,76,Southeast Asia,EE. UU.,Consumer,3,0,1
76923,Transfer,2025-01-27,2025-01-31,2,4,Late delivery,1,Second Class,1,0.059999999,76,Oceania,EE. UU.,Consumer,2,0,1
76869,Transfer,2025-01-27,2025-01-02,2,5,Late delivery,1,Second Class,1,0.059999999,76,Oceania,Puerto Rico,Corporate,3,0,1
76910,Transfer,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.01,76,South Asia,Puerto Rico,Corporate,2,0,1
76874,Transfer,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.01,76,Southeast Asia,Puerto Rico,Corporate,1,0,1
76864,Transfer,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.129999995,76,Oceania,Puerto Rico,Corporate,1,0,1
76930,Payment,2025-01-27,2025-02-02,2,6,Late delivery,1,Second Class,1,0.25,76,Southeast Asia,Puerto Rico,Consumer,4,0,1
76917,Payment,2025-01-27,2025-01-30,2,3,Late delivery,1,Second Class,1,0.150000006,76,Oceania,Puerto Rico,Consumer,1,0,1
76866,Payment,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.100000001,76,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76889,Payment,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.039999999,76,Southeast Asia,Puerto Rico,Consumer,1,0,1
76876,Debit,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.25,76,Oceania,Puerto Rico,Home Office,-2,1,1
76881,Transfer,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.150000006,76,South Asia,Puerto Rico,Consumer,-2,1,1
76884,Debit,2025-01-27,2025-01-02,4,5,Late delivery,1,Standard Class,1,0.100000001,76,Southeast Asia,EE. UU.,Home Office,1,0,1
76886,Payment,2025-01-27,2025-01-29,4,2,Advance shipping,0,Standard Class,1,0.07,76,South Asia,EE. UU.,Home Office,-2,1,1
76868,Transfer,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.07,76,Southeast Asia,EE. UU.,Home Office,0,1,1
76875,Transfer,2025-01-27,2025-02-02,4,6,Late delivery,1,Standard Class,1,0.0,76,Southeast Asia,EE. UU.,Home Office,2,0,1
76878,Cash,2025-01-27,2025-01-31,4,4,Shipping on time,0,Standard Class,1,0.180000007,76,South Asia,Puerto Rico,Consumer,0,1,1
76900,Debit,2025-01-27,2025-01-29,1,2,Late delivery,1,First Class,1,0.129999995,76,Southeast Asia,Puerto Rico,Consumer,1,0,1
76976,Debit,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.07,76,Oceania,EE. UU.,Corporate,-2,1,1
76992,Debit,2025-01-28,2025-01-31,4,3,Advance shipping,0,Standard Class,1,0.100000001,76,South Asia,EE. UU.,Corporate,-1,1,1
76938,Payment,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.100000001,76,Oceania,Puerto Rico,Home Office,0,1,1
76933,Payment,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.170000002,76,Southeast Asia,Puerto Rico,Home Office,0,1,1
76990,Debit,2025-01-28,2025-03-02,2,6,Late delivery,1,Second Class,1,0.129999995,76,South Asia,Puerto Rico,Consumer,4,0,1
76942,Cash,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.050000001,76,Oceania,EE. UU.,Consumer,1,0,1
76966,Payment,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.25,76,Southeast Asia,Puerto Rico,Home Office,-2,1,1
76980,Transfer,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.029999999,76,Eastern Asia,Puerto Rico,Home Office,1,0,1
76987,Payment,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.170000002,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76936,Debit,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.129999995,76,Oceania,Puerto Rico,Consumer,-2,1,1
76994,Cash,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.07,76,South Asia,EE. UU.,Corporate,1,0,1
76995,Payment,2025-01-28,2025-03-02,2,6,Late delivery,1,Second Class,1,0.059999999,76,South Asia,EE. UU.,Corporate,4,0,1
76986,Payment,2025-01-28,2025-01-30,2,2,Shipping on time,0,Second Class,1,0.180000007,76,Southeast Asia,EE. UU.,Consumer,0,1,1
76960,Debit,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.050000001,76,Oceania,Puerto Rico,Corporate,2,0,1
76971,Debit,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.150000006,76,Oceania,Puerto Rico,Corporate,-2,1,1
76972,Payment,2025-01-28,2025-01-31,4,3,Advance shipping,0,Standard Class,1,0.129999995,76,Eastern Asia,EE. UU.,Corporate,-1,1,1
76943,Cash,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.039999999,76,Oceania,EE. UU.,Home Office,1,0,1
76956,Cash,2025-01-28,2025-01-28,0,0,Shipping on time,0,Same Day,1,0.100000001,76,Oceania,EE. UU.,Home Office,0,1,1
76964,Cash,2025-01-28,2025-02-02,2,5,Late delivery,1,Second Class,1,0.01,76,Oceania,EE. UU.,Home Office,3,0,1
76981,Cash,2025-01-28,2025-01-30,2,2,Shipping on time,0,Second Class,1,0.02,76,Eastern Asia,EE. UU.,Home Office,0,1,1
76961,Debit,2025-01-28,2025-01-30,2,2,Shipping on time,0,Second Class,1,0.039999999,76,Oceania,EE. UU.,Consumer,0,1,1
76954,Payment,2025-01-28,2025-01-28,0,0,Shipping on time,0,Same Day,1,0.129999995,76,South Asia,Puerto Rico,Corporate,0,1,1
76959,Transfer,2025-01-28,2025-02-02,2,5,Shipping canceled,0,Second Class,1,0.059999999,76,Oceania,EE. UU.,Corporate,3,0,1
76978,Transfer,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.050000001,76,Eastern Asia,EE. UU.,Corporate,0,1,1
76953,Transfer,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.150000006,76,South Asia,EE. UU.,Corporate,0,1,1
76944,Transfer,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.029999999,76,Oceania,EE. UU.,Corporate,1,0,1
76974,Payment,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.100000001,76,Oceania,EE. UU.,Consumer,1,0,1
76991,Payment,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.119999997,76,South Asia,EE. UU.,Consumer,-2,1,1
76993,Payment,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.090000004,76,South Asia,Puerto Rico,Corporate,0,1,1
76999,Debit,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.02,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76998,Debit,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.029999999,76,Southeast Asia,EE. UU.,Consumer,0,1,1
76937,Debit,2025-01-28,2025-01-31,4,3,Advance shipping,0,Standard Class,1,0.119999997,76,Oceania,EE. UU.,Consumer,-1,1,1
76935,Debit,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.150000006,76,Oceania,EE. UU.,Consumer,2,0,1
76934,Debit,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.159999996,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76984,Debit,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.25,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76947,Debit,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.0,76,Oceania,EE. UU.,Home Office,1,0,1
76932,Debit,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.180000007,76,Southeast Asia,EE. UU.,Home Office,1,0,1
76931,Debit,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.200000003,76,Southeast Asia,EE. UU.,Home Office,1,0,1
76967,Debit,2025-01-28,2025-01-31,2,3,Late delivery,1,Second Class,1,0.200000003,76,Southeast Asia,EE. UU.,Home Office,1,0,1
76983,Transfer,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.0,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76997,Transfer,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.039999999,76,Southeast Asia,EE. UU.,Consumer,1,0,1
76973,Transfer,2025-01-28,2025-01-02,2,4,Shipping canceled,0,Second Class,1,0.119999997,76,Eastern Asia,EE. UU.,Consumer,2,0,1
76963,Transfer,2025-01-28,2025-01-02,2,4,Late delivery,1,Second Class,1,0.02,76,Oceania,EE. UU.,Consumer,2,0,1
76962,Transfer,2025-01-28,2025-01-31,2,3,Late delivery,1,Second Class,1,0.029999999,76,Oceania,EE. UU.,Consumer,1,0,1
76989,Transfer,2025-01-28,2025-02-02,2,5,Late delivery,1,Second Class,1,0.150000006,76,South Asia,EE. UU.,Consumer,3,0,1
76985,Payment,2025-01-28,2025-01-29,0,1,Late delivery,1,Same Day,1,0.200000003,76,Southeast Asia,Puerto Rico,Consumer,1,0,1
76970,Transfer,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.159999996,76,Southeast Asia,EE. UU.,Consumer,2,0,1
76957,Cash,2025-01-28,2025-01-28,0,0,Shipping on time,0,Same Day,1,0.090000004,76,Oceania,Puerto Rico,Home Office,0,1,1
76982,Debit,2025-01-28,2025-01-31,2,3,Late delivery,1,Second Class,1,0.01,76,Southeast Asia,Puerto Rico,Home Office,1,0,1
76996,Debit,2025-01-28,2025-01-30,2,2,Shipping on time,0,Second Class,1,0.050000001,76,South Asia,Puerto Rico,Home Office,0,1,1
76946,Debit,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.01,76,Oceania,Puerto Rico,Home Office,-2,1,1
76950,Debit,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.180000007,76,Southeast Asia,Puerto Rico,Home Office,2,0,1
76969,Debit,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.170000002,76,Southeast Asia,Puerto Rico,Home Office,1,0,1
76941,Payment,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.059999999,76,Southeast Asia,Puerto Rico,Home Office,1,0,1
76988,Payment,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.159999996,76,Southeast Asia,Puerto Rico,Home Office,1,0,1
76948,Payment,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.25,76,Oceania,Puerto Rico,Home Office,1,0,1
76977,Transfer,2025-01-28,2025-01-31,4,3,Advance shipping,0,Standard Class,1,0.059999999,76,Oceania,Puerto Rico,Consumer,-1,1,1
76975,Transfer,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.090000004,76,Oceania,Puerto Rico,Consumer,2,0,1
76952,Debit,2025-01-28,2025-01-31,4,3,Advance shipping,0,Standard Class,1,0.159999996,76,South Asia,EE. UU.,Home Office,-1,1,1
76949,Debit,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.200000003,76,South Asia,EE. UU.,Home Office,1,0,1
76940,Payment,2025-01-28,2025-01-30,1,2,Late delivery,1,First Class,1,0.07,76,Southeast Asia,EE. UU.,Home Office,1,0,1
76965,Payment,2025-01-28,2025-03-02,2,6,Late delivery,1,Second Class,1,0.0,76,Oceania,EE. UU.,Home Office,4,0,1
76945,Payment,2025-01-28,2025-03-02,4,6,Late delivery,1,Standard Class,1,0.02,76,Oceania,EE. UU.,Home Office,2,0,1
76968,Payment,2025-01-28,2025-01-02,4,4,Shipping on time,0,Standard Class,1,0.180000007,76,South Asia,EE. UU.,Home Office,0,1,1
76951,Payment,2025-01-28,2025-01-30,4,2,Advance shipping,0,Standard Class,1,0.170000002,76,Southeast Asia,EE. UU.,Home Office,-2,1,1
76955,Transfer,2025-01-28,2025-01-28,0,0,Shipping on time,0,Same Day,1,0.119999997,76,Oceania,EE. UU.,Home Office,0,1,1
76979,Transfer,2025-01-28,2025-01-29,0,1,Late delivery,1,Same Day,1,0.039999999,76,Eastern Asia,EE. UU.,Home Office,1,0,1
76958,Transfer,2025-01-28,2025-01-28,0,0,Shipping on time,0,Same Day,1,0.07,76,Oceania,EE. UU.,Home Office,0,1,1
76939,Transfer,2025-01-28,2025-02-02,4,5,Late delivery,1,Standard Class,1,0.090000004,76,Southeast Asia,EE. UU.,Home Office,1,0,1
77039,Debit,2025-01-29,2025-03-02,4,5,Late delivery,1,Standard Class,1,0.200000003,76,Southeast Asia,EE. UU.,Corporate,1,0,1
77041,Debit,2025-01-29,2025-01-31,2,2,Shipping on time,0,Second Class,1,0.170000002,76,Eastern Asia,Puerto Rico,Consumer,0,1,1
77064,Debit,2025-01-29,2025-03-02,4,5,Late delivery,1,Standard Class,1,0.100000001,76,Southeast Asia,EE. UU.,Corporate,1,0,1
77046,Debit,2025-01-29,2025-01-31,4,2,Advance shipping,0,Standard Class,1,0.100000001,76,Oceania,Puerto Rico,Consumer,-2,1,1
77063,Debit,2025-01-29,2025-02-02,4,4,Shipping on time,0,Standard Class,1,0.119999997,76,Southeast Asia,Puerto Rico,Consumer,0,1,1
77047,Cash,2025-01-29,2025-01-02,4,3,Advance shipping,0,Standard Class,1,0.090000004,76,Oceania,EE. UU.,Corporate,-1,1,1
77007,Debit,2025-01-29,2025-01-31,1,2,Late delivery,1,First Class,1,0.150000006,76,Eastern Asia,EE. UU.,Corporate,1,0,1
77011,Payment,2025-01-29,2025-01-31,2,2,Shipping on time,0,Second Class,1,0.090000004,76,Southeast Asia,EE. UU.,Corporate,0,1,1
77031,Transfer,2025-01-29,2025-01-31,4,2,Advance shipping,0,Standard Class,1,0.059999999,76,Eastern Asia,Puerto Rico,Home Office,-2,1,1
77040,Cash,2025-01-29,2025-04-02,4,6,Late delivery,1,Standard Class,1,0.180000007,76,Oceania,EE. UU.,Consumer,2,0,1
77006,Debit,2025-01-29,2025-01-31,2,2,Shipping on time,0,Second Class,1,0.159999996,76,Oceania,Puerto Rico,Corporate,0,1,1
77065,Debit,2025-01-29,2025-04-02,4,6,Late delivery,1,Standard Class,1,0.090000004,76,Southeast Asia,Puerto Rico,Corporate,2,0,1
77026,Debit,2025-01-29,2025-01-31,4,2,Advance shipping,0,Standard Class,1,0.129999995,76,Southeast Asia,Puerto Rico,Corporate,-2,1,1
77038,Debit,2025-01-29,2025-02-02,4,4,Shipping on time,0,Standard Class,1,0.25,76,Southeast Asia,Puerto Rico,Corporate,0,1,1
77049,Debit,2025-01-29,2025-01-31,1,2,Late delivery,1,First Class,1,0.059999999,76,South Asia,EE. UU.,Consumer,1,0,1
77044,Debit,2025-01-29,2025-01-31,1,2,Late delivery,1,First Class,1,0.129999995,76,Southeast Asia,EE. UU.,Consumer,1,0,1
77048,Payment,2025-01-29,2025-02-02,4,4,Shipping on time,0,Standard Class,1,0.07,76,South Asia,EE. UU.,Corporate,0,1,1
77014,Debit,2025-01-29,2025-03-02,2,5,Late delivery,1,Second Class,1,0.050000001,76,South Asia,EE. UU.,Consumer,3,0,1
77013,Debit,2025-01-29,2025-02-02,2,4,Late delivery,1,Second Class,1,0.059999999,76,South Asia,EE. UU.,Consumer,2,0,1
77008,Debit,2025-01-29,2025-02-02,2,4,Late delivery,1,Second Class,1,0.129999995,76,Eastern Asia,EE. UU.,Consumer,2,0,1
77004,Debit,2025-01-29,2025-03-02,2,5,Late delivery,1,Second Class,1,0.180000007,76,Oceania,EE. UU.,Consumer,3,0,1
77037,Transfer,2025-01-29,2025-01-02,2,3,Late delivery,1,Second Class,1,0.0,76,Oceania,EE. UU.,Corporate,1,0,1
77005,Transfer,2025-01-29,2025-04-02,4,6,Late delivery,1,Standard Class,1,0.170000002,76,Oceania,EE. UU.,Corporate,2,0,1
