Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment
76766,Debit,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.170000002,75,Southeast Asia,Puerto Rico,Consumer
76764,Debit,25-01-2025,30-01-2025,4,5,Late delivery,1,Standard Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer
76743,Debit,25-01-2025,27-01-2025,1,2,Late delivery,1,First Class,1,0.01,75,Eastern Asia,EE. UU.,Corporate
76749,Debit,25-01-2025,27-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,75,Eastern Asia,EE. UU.,Corporate
76731,Cash,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,75,Oceania,Puerto Rico,Corporate
76728,Cash,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,75,Oceania,Puerto Rico,Corporate
76751,Debit,25-01-2025,27-01-2025,1,2,Late delivery,1,First Class,1,0.129999995,75,Oceania,Puerto Rico,Corporate
76778,Payment,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.02,75,South Asia,EE. UU.,Corporate
76776,Payment,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.039999999,75,South Asia,EE. UU.,Corporate
76786,Payment,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.150000006,75,Oceania,EE. UU.,Corporate
76745,Payment,25-01-2025,31-01-2025,2,6,Late delivery,1,Second Class,1,0.25,75,Eastern Asia,EE. UU.,Corporate
76735,Cash,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,75,South Asia,EE. UU.,Consumer
76752,Payment,25-01-2025,28-01-2025,2,3,Late delivery,1,Second Class,1,0.119999997,75,Oceania,EE. UU.,Consumer
76767,Payment,25-01-2025,28-01-2025,2,3,Late delivery,1,Second Class,1,0.159999996,75,South Asia,EE. UU.,Consumer
76779,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.01,75,South Asia,Puerto Rico,Corporate
76784,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.170000002,75,Southeast Asia,Puerto Rico,Corporate
76748,Debit,25-01-2025,29-01-2025,2,4,Late delivery,1,Second Class,1,0.170000002,75,Eastern Asia,Puerto Rico,Corporate
76733,Debit,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,75,South Asia,Puerto Rico,Corporate
76793,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.050000001,75,South Asia,EE. UU.,Consumer
76792,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.059999999,75,Oceania,EE. UU.,Consumer
76730,Payment,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Corporate
76780,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0,75,South Asia,EE. UU.,Corporate
76785,Debit,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.159999996,75,Oceania,EE. UU.,Corporate
76747,Debit,25-01-2025,28-01-2025,2,3,Late delivery,1,Second Class,1,0.180000007,75,Eastern Asia,EE. UU.,Consumer
76746,Debit,25-01-2025,27-01-2025,2,2,Shipping on time,0,Second Class,1,0.200000003,75,Eastern Asia,EE. UU.,Consumer
76769,Payment,25-01-2025,30-01-2025,2,5,Late delivery,1,Second Class,1,0.129999995,75,Oceania,Puerto Rico,Corporate
76783,Transfer,25-01-2025,26-01-2025,0,1,Shipping canceled,0,Same Day,1,0.180000007,75,Oceania,EE. UU.,Corporate
76762,Payment,25-01-2025,28-01-2025,4,3,Advance shipping,0,Standard Class,1,0,75,Oceania,EE. UU.,Consumer
76756,Payment,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Consumer
76736,Payment,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,75,South Asia,EE. UU.,Consumer
76770,Payment,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,75,Eastern Asia,EE. UU.,Consumer
76763,Payment,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Consumer
76726,Payment,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0,75,Eastern Asia,Puerto Rico,Corporate
76754,Debit,25-01-2025,30-01-2025,4,5,Late delivery,1,Standard Class,1,0.090000004,75,Oceania,EE. UU.,Consumer
76790,Debit,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,75,Southeast Asia,EE. UU.,Consumer
76734,Debit,25-01-2025,30-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,75,South Asia,EE. UU.,Consumer
76732,Debit,25-01-2025,28-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,75,South Asia,EE. UU.,Consumer
76738,Debit,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.059999999,75,Oceania,EE. UU.,Consumer
76755,Debit,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.07,75,Eastern Asia,EE. UU.,Consumer
76772,Debit,25-01-2025,28-01-2025,4,3,Advance shipping,0,Standard Class,1,0.090000004,75,Southeast Asia,EE. UU.,Consumer
76741,Debit,25-01-2025,27-01-2025,2,2,Shipping on time,0,Second Class,1,0.029999999,75,Eastern Asia,EE. UU.,Home Office
76765,Transfer,25-01-2025,27-01-2025,1,2,Shipping canceled,0,First Class,1,0.180000007,75,Eastern Asia,EE. UU.,Consumer
76759,Payment,25-01-2025,30-01-2025,2,5,Late delivery,1,Second Class,1,0.029999999,75,South Asia,Puerto Rico,Consumer
76753,Payment,25-01-2025,29-01-2025,2,4,Late delivery,1,Second Class,1,0.100000001,75,Oceania,Puerto Rico,Consumer
76758,Transfer,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.039999999,75,South Asia,EE. UU.,Consumer
76739,Debit,25-01-2025,30-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,75,Oceania,Puerto Rico,Home Office
76757,Payment,25-01-2025,28-01-2025,4,3,Advance shipping,0,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer
76775,Payment,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,75,South Asia,Puerto Rico,Consumer
76737,Transfer,25-01-2025,28-01-2025,4,3,Shipping canceled,0,Standard Class,1,0.07,75,Oceania,Puerto Rico,Consumer
76771,Transfer,25-01-2025,27-01-2025,4,2,Shipping canceled,0,Standard Class,1,0.100000001,75,Eastern Asia,Puerto Rico,Consumer
76761,Transfer,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.01,75,South Asia,Puerto Rico,Consumer
76773,Transfer,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.07,75,South Asia,Puerto Rico,Consumer
76787,Transfer,25-01-2025,28-01-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,75,Oceania,Puerto Rico,Consumer
76788,Debit,25-01-2025,29-01-2025,4,4,Shipping on time,0,Standard Class,1,0.119999997,75,Oceania,EE. UU.,Home Office
76781,Payment,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.25,75,Oceania,EE. UU.,Home Office
76789,Payment,25-01-2025,30-01-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Home Office
76782,Transfer,25-01-2025,26-01-2025,0,1,Late delivery,1,Same Day,1,0.200000003,75,Oceania,EE. UU.,Home Office
76740,Transfer,25-01-2025,31-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,75,South Asia,EE. UU.,Home Office
76791,Cash,25-01-2025,27-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,75,Southeast Asia,Puerto Rico,Consumer
76849,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.090000004,76,Eastern Asia,EE. UU.,Corporate
76847,Debit,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,76,Oceania,EE. UU.,Corporate
76807,Cash,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.100000001,75,Oceania,EE. UU.,Consumer
76822,Debit,26-01-2025,29-01-2025,2,3,Late delivery,1,Second Class,1,0.150000006,75,Oceania,Puerto Rico,Consumer
76796,Debit,26-01-2025,28-01-2025,2,2,Shipping on time,0,Second Class,1,0.02,75,South Asia,Puerto Rico,Consumer
76842,Cash,26-01-2025,29-01-2025,2,3,Late delivery,1,Second Class,1,0.180000007,76,South Asia,Puerto Rico,Corporate
76795,Cash,26-01-2025,02-01-2025,2,6,Late delivery,1,Second Class,1,0.029999999,75,South Asia,EE. UU.,Consumer
76857,Debit,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0,76,Oceania,Puerto Rico,Consumer
76829,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,76,Eastern Asia,Puerto Rico,Consumer
76827,Debit,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,76,Southeast Asia,Puerto Rico,Consumer
76860,Debit,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.180000007,76,South Asia,Puerto Rico,Consumer
76818,Debit,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer
76814,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.02,75,Eastern Asia,Puerto Rico,Consumer
76802,Debit,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,75,Eastern Asia,EE. UU.,Corporate
76830,Cash,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,76,South Asia,EE. UU.,Consumer
76816,Cash,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0,75,Eastern Asia,EE. UU.,Consumer
76798,Cash,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0,75,South Asia,EE. UU.,Consumer
76813,Cash,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.029999999,75,Eastern Asia,EE. UU.,Consumer
76817,Cash,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Consumer
76848,Debit,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,76,Oceania,Puerto Rico,Corporate
76810,Debit,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.059999999,75,Eastern Asia,Puerto Rico,Corporate
76803,Debit,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.159999996,75,Southeast Asia,Puerto Rico,Corporate
76819,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,75,Eastern Asia,Puerto Rico,Corporate
76826,Debit,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,76,South Asia,EE. UU.,Consumer
76804,Debit,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.150000006,75,Southeast Asia,EE. UU.,Consumer
76856,Debit,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.01,76,Southeast Asia,EE. UU.,Consumer
76805,Payment,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.129999995,75,Southeast Asia,Puerto Rico,Consumer
76801,Payment,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,75,South Asia,Puerto Rico,Consumer
76832,Debit,26-01-2025,29-01-2025,2,3,Late delivery,1,Second Class,1,0.07,76,South Asia,EE. UU.,Consumer
76843,Debit,26-01-2025,30-01-2025,2,4,Late delivery,1,Second Class,1,0.170000002,76,South Asia,EE. UU.,Consumer
76821,Debit,26-01-2025,28-01-2025,2,2,Shipping on time,0,Second Class,1,0.159999996,75,Oceania,EE. UU.,Consumer
76800,Transfer,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,EE. UU.,Corporate
76853,Transfer,26-01-2025,27-01-2025,0,1,Late delivery,1,Same Day,1,0.039999999,76,Oceania,EE. UU.,Corporate
76852,Transfer,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.050000001,76,Oceania,EE. UU.,Corporate
76861,Transfer,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.170000002,76,Southeast Asia,EE. UU.,Corporate
76850,Transfer,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.07,76,Eastern Asia,EE. UU.,Corporate
76846,Payment,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,76,Southeast Asia,EE. UU.,Consumer
76858,Payment,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.25,76,Oceania,EE. UU.,Consumer
76797,Payment,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.01,75,South Asia,EE. UU.,Consumer
76811,Payment,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.050000001,75,Eastern Asia,EE. UU.,Consumer
76837,Debit,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,76,Oceania,EE. UU.,Consumer
76828,Debit,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,76,Southeast Asia,EE. UU.,Consumer
76841,Debit,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.200000003,76,Oceania,EE. UU.,Consumer
76859,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.200000003,76,Oceania,EE. UU.,Consumer
76855,Transfer,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.02,76,Oceania,EE. UU.,Consumer
76806,Transfer,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.119999997,75,Southeast Asia,EE. UU.,Consumer
76825,Transfer,26-01-2025,02-01-2025,4,6,Shipping canceled,0,Standard Class,1,0.170000002,76,Oceania,Puerto Rico,Corporate
76838,Transfer,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,76,Oceania,Puerto Rico,Corporate
76862,Transfer,26-01-2025,29-01-2025,4,3,Advance shipping,0,Standard Class,1,0.159999996,76,Southeast Asia,Puerto Rico,Corporate
76854,Payment,26-01-2025,27-01-2025,0,1,Late delivery,1,Same Day,1,0.029999999,76,Oceania,Puerto Rico,Consumer
76812,Transfer,26-01-2025,29-01-2025,4,3,Shipping canceled,0,Standard Class,1,0.039999999,75,Southeast Asia,EE. UU.,Consumer
76840,Transfer,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,76,Eastern Asia,EE. UU.,Consumer
76823,Transfer,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,75,Oceania,EE. UU.,Consumer
76824,Transfer,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,76,Oceania,EE. UU.,Consumer
76815,Transfer,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer
76809,Transfer,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.07,75,Oceania,EE. UU.,Consumer
76836,Cash,26-01-2025,28-01-2025,2,2,Shipping on time,0,Second Class,1,0.029999999,76,Southeast Asia,Puerto Rico,Home Office
76799,Cash,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0.25,75,South Asia,Puerto Rico,Home Office
76831,Debit,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,76,South Asia,Puerto Rico,Home Office
76833,Transfer,26-01-2025,30-01-2025,2,4,Late delivery,1,Second Class,1,0.059999999,76,South Asia,Puerto Rico,Consumer
76808,Transfer,26-01-2025,30-01-2025,4,4,Shipping on time,0,Standard Class,1,0.090000004,75,Oceania,Puerto Rico,Consumer
76851,Transfer,26-01-2025,28-01-2025,4,2,Advance shipping,0,Standard Class,1,0.059999999,76,Oceania,Puerto Rico,Consumer
76839,Debit,26-01-2025,31-01-2025,4,5,Late delivery,1,Standard Class,1,0,76,Eastern Asia,EE. UU.,Home Office
76834,Payment,26-01-2025,31-01-2025,2,5,Late delivery,1,Second Class,1,0.050000001,76,Southeast Asia,EE. UU.,Home Office
76835,Payment,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,76,South Asia,EE. UU.,Home Office
76844,Transfer,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,76,South Asia,EE. UU.,Home Office
76820,Transfer,26-01-2025,02-01-2025,2,6,Late delivery,1,Second Class,1,0.170000002,75,Oceania,EE. UU.,Home Office
76794,Cash,26-01-2025,28-01-2025,1,2,Late delivery,1,First Class,1,0.039999999,75,South Asia,Puerto Rico,Consumer
76845,Cash,26-01-2025,02-01-2025,4,6,Late delivery,1,Standard Class,1,0.150000006,76,Southeast Asia,Puerto Rico,Consumer
76870,Debit,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,76,Oceania,EE. UU.,Corporate
76918,Debit,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,76,Eastern Asia,EE. UU.,Corporate
76924,Debit,27-01-2025,02-01-2025,2,5,Late delivery,1,Second Class,1,0.050000001,76,Oceania,Puerto Rico,Consumer
76920,Cash,27-01-2025,02-02-2025,2,6,Late delivery,1,Second Class,1,0.100000001,76,Eastern Asia,Puerto Rico,Corporate
76893,Cash,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0,76,Southeast Asia,Puerto Rico,Corporate
76907,Transfer,27-01-2025,28-01-2025,0,1,Late delivery,1,Same Day,1,0.039999999,76,South Asia,Puerto Rico,Home Office
76927,Cash,27-01-2025,30-01-2025,2,3,Late delivery,1,Second Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate
76925,Cash,27-01-2025,02-02-2025,2,6,Late delivery,1,Second Class,1,0.039999999,76,Southeast Asia,EE. UU.,Corporate
76922,Cash,27-01-2025,30-01-2025,2,3,Late delivery,1,Second Class,1,0.07,76,Oceania,EE. UU.,Corporate
76913,Cash,27-01-2025,31-01-2025,2,4,Late delivery,1,Second Class,1,0.200000003,76,South Asia,EE. UU.,Corporate
76901,Payment,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.119999997,76,Southeast Asia,EE. UU.,Consumer
76882,Payment,27-01-2025,27-01-2025,0,0,Shipping on time,0,Same Day,1,0.129999995,76,Southeast Asia,EE. UU.,Consumer
76912,Debit,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.25,76,South Asia,Puerto Rico,Consumer
76909,Debit,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.02,76,South Asia,EE. UU.,Corporate
76895,Debit,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,76,Southeast Asia,Puerto Rico,Corporate
76896,Payment,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,76,Southeast Asia,EE. UU.,Corporate
76885,Transfer,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,76,Southeast Asia,Puerto Rico,Home Office
76905,Transfer,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.059999999,76,Southeast Asia,Puerto Rico,Home Office
76887,Cash,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.059999999,76,South Asia,EE. UU.,Consumer
76899,Cash,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.150000006,76,Southeast Asia,EE. UU.,Consumer
76916,Payment,27-01-2025,29-01-2025,2,2,Shipping on time,0,Second Class,1,0.159999996,76,Oceania,EE. UU.,Consumer
76915,Debit,27-01-2025,02-02-2025,2,6,Late delivery,1,Second Class,1,0.170000002,76,Oceania,Puerto Rico,Corporate
76871,Debit,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.039999999,76,Southeast Asia,Puerto Rico,Corporate
76908,Debit,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,76,Eastern Asia,EE. UU.,Consumer
76902,Debit,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.100000001,76,Southeast Asia,EE. UU.,Consumer
76911,Payment,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0,76,South Asia,EE. UU.,Corporate
76892,Payment,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.01,76,Oceania,EE. UU.,Corporate
76919,Payment,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,76,Eastern Asia,EE. UU.,Corporate
76863,Debit,27-01-2025,31-01-2025,2,4,Late delivery,1,Second Class,1,0.150000006,76,Southeast Asia,EE. UU.,Corporate
76921,Debit,27-01-2025,29-01-2025,2,2,Shipping on time,0,Second Class,1,0.090000004,76,Oceania,EE. UU.,Corporate
76903,Payment,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.090000004,76,Southeast Asia,Puerto Rico,Consumer
76873,Debit,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate
76891,Debit,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.02,76,Southeast Asia,EE. UU.,Corporate
76872,Debit,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.029999999,76,Southeast Asia,EE. UU.,Corporate
76928,Debit,27-01-2025,31-01-2025,2,4,Late delivery,1,Second Class,1,0.01,76,Southeast Asia,EE. UU.,Consumer
76904,Debit,27-01-2025,02-01-2025,2,5,Late delivery,1,Second Class,1,0.07,76,Southeast Asia,EE. UU.,Consumer
76898,Payment,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,76,Southeast Asia,Puerto Rico,Corporate
76926,Payment,27-01-2025,29-01-2025,2,2,Shipping on time,0,Second Class,1,0.029999999,76,Oceania,Puerto Rico,Corporate
76897,Transfer,27-01-2025,29-01-2025,1,2,Shipping canceled,0,First Class,1,0.170000002,76,Southeast Asia,EE. UU.,Corporate
76894,Transfer,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.25,76,Southeast Asia,EE. UU.,Corporate
76890,Payment,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.029999999,76,Southeast Asia,EE. UU.,Consumer
76906,Payment,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.050000001,76,South Asia,EE. UU.,Consumer
76879,Payment,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,76,South Asia,EE. UU.,Consumer
76888,Debit,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,76,Eastern Asia,EE. UU.,Consumer
76867,Debit,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.090000004,76,Southeast Asia,EE. UU.,Consumer
76865,Debit,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,76,Eastern Asia,EE. UU.,Consumer
76883,Debit,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.119999997,76,Southeast Asia,EE. UU.,Consumer
76880,Debit,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.159999996,76,South Asia,EE. UU.,Consumer
76877,Debit,27-01-2025,30-01-2025,4,3,Advance shipping,0,Standard Class,1,0.200000003,76,South Asia,EE. UU.,Consumer
76914,Debit,27-01-2025,02-01-2025,2,5,Late delivery,1,Second Class,1,0.180000007,76,South Asia,EE. UU.,Home Office
76929,Transfer,27-01-2025,02-01-2025,2,5,Late delivery,1,Second Class,1,0,76,Southeast Asia,EE. UU.,Consumer
76923,Transfer,27-01-2025,31-01-2025,2,4,Late delivery,1,Second Class,1,0.059999999,76,Oceania,EE. UU.,Consumer
76869,Transfer,27-01-2025,02-01-2025,2,5,Late delivery,1,Second Class,1,0.059999999,76,Oceania,Puerto Rico,Corporate
76910,Transfer,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0.01,76,South Asia,Puerto Rico,Corporate
76874,Transfer,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.01,76,Southeast Asia,Puerto Rico,Corporate
76864,Transfer,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.129999995,76,Oceania,Puerto Rico,Corporate
76930,Payment,27-01-2025,02-02-2025,2,6,Late delivery,1,Second Class,1,0.25,76,Southeast Asia,Puerto Rico,Consumer
76917,Payment,27-01-2025,30-01-2025,2,3,Late delivery,1,Second Class,1,0.150000006,76,Oceania,Puerto Rico,Consumer
76866,Payment,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.100000001,76,Southeast Asia,Puerto Rico,Consumer
76889,Payment,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.039999999,76,Southeast Asia,Puerto Rico,Consumer
76876,Debit,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,76,Oceania,Puerto Rico,Home Office
76881,Transfer,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,76,South Asia,Puerto Rico,Consumer
76884,Debit,27-01-2025,02-01-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,76,Southeast Asia,EE. UU.,Home Office
76886,Payment,27-01-2025,29-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,76,South Asia,EE. UU.,Home Office
76868,Transfer,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.07,76,Southeast Asia,EE. UU.,Home Office
76875,Transfer,27-01-2025,02-02-2025,4,6,Late delivery,1,Standard Class,1,0,76,Southeast Asia,EE. UU.,Home Office
76878,Cash,27-01-2025,31-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,76,South Asia,Puerto Rico,Consumer
76900,Debit,27-01-2025,29-01-2025,1,2,Late delivery,1,First Class,1,0.129999995,76,Southeast Asia,Puerto Rico,Consumer
76976,Debit,28-01-2025,30-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,76,Oceania,EE. UU.,Corporate
76992,Debit,28-01-2025,31-01-2025,4,3,Advance shipping,0,Standard Class,1,0.100000001,76,South Asia,EE. UU.,Corporate
76938,Payment,28-01-2025,02-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,76,Oceania,Puerto Rico,Home Office
76933,Payment,28-01-2025,02-01-2025,4,4,Shipping on time,0,Standard Class,1,0.170000002,76,Southeast Asia,Puerto Rico,Home Office
76990,Debit,28-01-2025,02-03-2025,2,6,Late delivery,1,Second Class,1,0.129999995,76,South Asia,Puerto Rico,Consumer
76942,Cash,28-01-2025,30-01-2025,1,2,Late delivery,1,First Class,1,0.050000001,76,Oceania,EE. UU.,Consumer
76966,Payment,28-01-2025,30-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,76,Southeast Asia,Puerto Rico,Home Office
76980,Transfer,28-01-2025,30-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,76,Eastern Asia,Puerto Rico,Home Office
76987,Payment,28-01-2025,30-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,76,Southeast Asia,EE. UU.,Consumer
76936,Debit,28-01-2025,30-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,76,Oceania,Puerto Rico,Consumer
